TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
aglossate,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agnostical,-0.01856634525847717,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agog,-0.01843363329834867,-0.04770836020228164,-0.05200455763762202,-0.05700985812395475,-0.06057735262059161,-0.054325032146112506
agonistical,-0.018566103744446,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agonized,-0.01843846357897209,-0.04353899174841959,-0.04825550431306909,-0.05689716720310991,-0.06132776973774292,-0.05250485825058537
agonizing,-0.01848217761861405,-0.04641628024664446,-0.04530220191298362,-0.05118123327359104,-0.04698944267788741,-0.04747228952777663
agreeable,-0.00784324303149766,0.04401388882759205,0.09711260271335992,0.05355871704497485,-0.02414192152176251,0.016396860329826683
agrestial,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agrestic,-0.01856549995936807,-0.04893795748543726,-0.05382247933723019,-0.05766993475845888,-0.06204602612130205,-0.055619099425607096
agrodolce,-0.01856646601549275,-0.0489383431809464,-0.05378802414256253,-0.05761651091450281,-0.06206478654923083,-0.05560191619681064
ahungered,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
ahungry,-0.01854931851927961,-0.04893757178992811,-0.0535550413976669,-0.05760023333704744,-0.06200649521959497,-0.05552483543605935
aidant,-0.01856042816471348,-0.04885194738689782,-0.05341011081692196,-0.05578069233918417,-0.05489562301930307,-0.053234593390576755
ailing,-0.0127942806705044,-0.00496944083387701,0.03832000863758445,-0.05232901117108479,-0.0367382088453739,-0.026707735380210023
aimful,-0.01854919776226402,-0.04893872887645555,-0.05382876877752667,-0.05766513495997845,-0.0620446860907357,-0.05561932967617409
aiming,-0.01741565165696265,-0.03111959635393688,0.07250174937931438,-0.023446745532333,0.02168712384712146,-0.012573717424027768
aimless,-0.01784071635182372,-0.04562946140798779,0.07222829545338054,-0.05420719318516547,-0.04987050839552193,-0.04188696983512473
air-monger,-0.01856634525847717,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
airy,-0.01746878474382028,-0.0359407902182547,-0.04461856709814902,-0.03751224194889276,-0.04095930512935005,-0.039757726098661635
ajangle,-0.01856646601549275,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206478654923083,-0.055627150485142975
ajar,-0.01796388850772096,-0.04303758758653053,-0.04426307699443503,-0.05341418300144252,-0.05422560773613225,-0.04873511382963508
alacrious,-0.01856646601549275,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206478654923083,-0.055627150485142975
alacritous,-0.01856549995936807,-0.04892677231567204,-0.05383341749426754,-0.05767056081913024,-0.06206210648809814,-0.05562321427929199
alambique,-0.01856646601549275,-0.04893872887645555,-0.05383150331678601,-0.05767014344534933,-0.06188991256032324,-0.05558257204972853
alamort,-0.01856634525847717,-0.04893872887645555,-0.05383369094819348,-0.0576711868798016,-0.06206478654923083,-0.055627098313420366
alar,-0.01855318274377834,-0.04873045330151702,-0.05211940828651424,-0.05716219955398573,-0.06089225980368189,-0.05472608023642472
alarmable,-0.018566103744446,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
alarmed,-0.01681548928950256,-0.03478370369081842,-0.03923152475725239,-0.05057604129127616,-0.03606819356220307,-0.04016486582538751
alarmist,-0.01819936468811274,-0.04604986951295631,-0.05066189886128687,-0.0561187651017187,-0.05880851227302065,-0.05290976143724563
alchemistic,-0.01856598298743041,-0.04893525761687323,-0.05383314404034161,-0.05760691131754195,-0.06206478654923083,-0.05561002488099691
alcoholic,0.3787241152609018,0.3868971964578755,1.4802425600867195,1.0358479104091702,3.3684134632853593,0.8204279455536667
aldermanic,-0.01856586223041483,-0.04893680039890982,-0.05381728371263745,-0.05767139556669205,-0.06206478654923083,-0.055622566556867536
